area,ethnicity,age_group,sex,value
Northland,European/Maori/Pacific Peoples,30-34,M,9
Northland,European/Maori/Pacific Peoples,30-34,F,21
Northland,European/Maori/Asian,30-34,F,3
Northland,European/Maori/MELAA,30-34,M,3
Northland,European/Maori/Other Ethnicity,30-34,M,3
Northland,Pacific Peoples/European/Asian,30-34,F,3
Northland,Maori/Asian/MELAA,30-34,F,3
Northland,Four ethnic groups,30-34,M,3
Northland,Four ethnic groups,30-34,F,3
Northland,Not Elsewhere Included,30-34,M,327
Northland,Not Elsewhere Included,30-34,F,303
Auckland,European,30-34,M,19053
Auckland,European,30-34,F,20727
Auckland,Maori,30-34,M,1554
Auckland,Maori,30-34,F,1803
Auckland,Pacific Peoples,30-34,M,4389
Auckland,Pacific Peoples,30-34,F,5013
Auckland,Asian,30-34,M,13683
Auckland,Asian,30-34,F,15345
Auckland,MELAA,30-34,M,1215
Auckland,MELAA,30-34,F,1245
Auckland,Other,30-34,M,444
Auckland,Other,30-34,F,291
Auckland,European/Maori,30-34,M,1698
Auckland,European/Maori,30-34,F,2256
Auckland,European/Pacific Peoples,30-34,M,558
Auckland,European/Pacific Peoples,30-34,F,669
Auckland,European/Asian,30-34,M,210
Auckland,European/Asian,30-34,F,210
Auckland,European/MELAA,30-34,M,42
Auckland,European/MELAA,30-34,F,81
Auckland,European/Other Ethnicity,30-34,M,45
Auckland,European/Other Ethnicity,30-34,F,24
Auckland,Maori/Pacific Peoples,30-34,M,237
Auckland,Maori/Pacific Peoples,30-34,F,318
Auckland,Maori/Asian,30-34,M,33
Auckland,Maori/Asian,30-34,F,30
Auckland,Maori/MELAA,30-34,M,3
Auckland,Maori/MELAA,30-34,F,3
Auckland,Maori/Other Ethnicity,30-34,M,3
Auckland,Maori/Other Ethnicity,30-34,F,3
Auckland,Pacific Peoples/Asian,30-34,M,105
Auckland,Pacific Peoples/Asian,30-34,F,114
Auckland,Pacific Peoples/MELAA,30-34,F,3
Auckland,Pacific Peoples/Other Ethnicity,30-34,M,6
Auckland,Asian/MELAA,30-34,M,6
Auckland,Asian/MELAA,30-34,F,9
Auckland,Asian/Other Ethnicity,30-34,M,12
Auckland,Asian/Other Ethnicity,30-34,F,21
Auckland,MELAA/Other Ethnicity,30-34,F,3
Auckland,European/Maori/Pacific Peoples,30-34,M,165
Auckland,European/Maori/Pacific Peoples,30-34,F,210
Auckland,European/Maori/Asian,30-34,M,33
Auckland,European/Maori/Asian,30-34,F,54
Auckland,European/Maori/MELAA,30-34,M,3
Auckland,European/Maori/MELAA,30-34,F,9
Auckland,European/Maori/Other Ethnicity,30-34,M,9
Auckland,European/Maori/Other Ethnicity,30-34,F,6
Auckland,Pacific Peoples/European/Asian,30-34,M,21
Auckland,Pacific Peoples/European/Asian,30-34,F,27
Auckland,Pacific Peoples/European/Other Ethnicity,30-34,M,9
Auckland,Asian/MELAA/European,30-34,M,3
Auckland,Maori/Pacific Peoples/Asian,30-34,M,6
Auckland,Maori/Pacific Peoples/Asian,30-34,F,15
Auckland,Maori/MELAA/Other Ethnicity,30-34,F,3
Auckland,Four ethnic groups,30-34,M,15
Auckland,Four ethnic groups,30-34,F,15
Auckland,Five ethnic groups,30-34,M,3
Auckland,Five ethnic groups,30-34,F,3
Auckland,Not Elsewhere Included,30-34,M,3186
Auckland,Not Elsewhere Included,30-34,F,3285
Waikato,European,30-34,M,6000
Waikato,European,30-34,F,6603
Waikato,Maori,30-34,M,1191
Waikato,Maori,30-34,F,1338
Waikato,Pacific Peoples,30-34,M,279
Waikato,Pacific Peoples,30-34,F,246
Waikato,Asian,30-34,M,1254
Waikato,Asian,30-34,F,1377
Waikato,MELAA,30-34,M,141
Waikato,MELAA,30-34,F,156
Waikato,Other,30-34,M,210
Waikato,Other,30-34,F,123
Waikato,European/Maori,30-34,M,855
Waikato,European/Maori,30-34,F,1167
Waikato,European/Pacific Peoples,30-34,M,57
Waikato,European/Pacific Peoples,30-34,F,84
Waikato,European/Asian,30-34,M,24
Waikato,European/Asian,30-34,F,21
Waikato,European/MELAA,30-34,M,3
Waikato,European/MELAA,30-34,F,12
Waikato,European/Other Ethnicity,30-34,M,30
Waikato,European/Other Ethnicity,30-34,F,9
Waikato,Maori/Pacific Peoples,30-34,M,69
Waikato,Maori/Pacific Peoples,30-34,F,60
Waikato,Maori/Asian,30-34,M,9
Waikato,Maori/Asian,30-34,F,9
Waikato,Maori/Other Ethnicity,30-34,M,3
Waikato,Pacific Peoples/Asian,30-34,M,6
Waikato,Pacific Peoples/Asian,30-34,F,6
Waikato,Pacific Peoples/Other Ethnicity,30-34,F,3
Waikato,MELAA/Other Ethnicity,30-34,M,3
Waikato,European/Maori/Pacific Peoples,30-34,M,33
Waikato,European/Maori/Pacific Peoples,30-34,F,54
Waikato,European/Maori/Asian,30-34,M,12
Waikato,European/Maori/Asian,30-34,F,9
Waikato,European/Maori/MELAA,30-34,M,3
Waikato,European/Maori/MELAA,30-34,F,3
Waikato,European/Maori/Other Ethnicity,30-34,M,6
Waikato,European/Maori/Other Ethnicity,30-34,F,6
Waikato,Pacific Peoples/European/Asian,30-34,M,3
Waikato,Pacific Peoples/European/Asian,30-34,F,6
Waikato,Pacific Peoples/European/Other Ethnicity,30-34,F,3
Waikato,Four ethnic groups,30-34,M,6
Waikato,Four ethnic groups,30-34,F,3
Waikato,Not Elsewhere Included,30-34,M,690
Waikato,Not Elsewhere Included,30-34,F,687
Bay of Plenty,European,30-34,M,3042
Bay of Plenty,European,30-34,F,3705
Bay of Plenty,Maori,30-34,M,1017
Bay of Plenty,Maori,30-34,F,1197
Bay of Plenty,Pacific Peoples,30-34,M,126
Bay of Plenty,Pacific Peoples,30-34,F,90
Bay of Plenty,Asian,30-34,M,525
Bay of Plenty,Asian,30-34,F,558
Bay of Plenty,MELAA,30-34,M,105
Bay of Plenty,MELAA,30-34,F,90
Bay of Plenty,Other,30-34,M,108
Bay of Plenty,Other,30-34,F,81
Bay of Plenty,European/Maori,30-34,M,597
Bay of Plenty,European/Maori,30-34,F,885
Bay of Plenty,European/Pacific Peoples,30-34,M,30
Bay of Plenty,European/Pacific Peoples,30-34,F,48
Bay of Plenty,European/Asian,30-34,M,9
Bay of Plenty,European/Asian,30-34,F,18
Bay of Plenty,European/MELAA,30-34,F,9
Bay of Plenty,European/Other Ethnicity,30-34,M,9
Bay of Plenty,European/Other Ethnicity,30-34,F,6
Bay of Plenty,Maori/Pacific Peoples,30-34,M,30
Bay of Plenty,Maori/Pacific Peoples,30-34,F,51
Bay of Plenty,Maori/Asian,30-34,M,6
Bay of Plenty,Maori/Asian,30-34,F,6
Bay of Plenty,Maori/Other Ethnicity,30-34,M,6
Bay of Plenty,Maori/Other Ethnicity,30-34,F,3
Bay of Plenty,Pacific Peoples/Asian,30-34,F,3
Bay of Plenty,European/Maori/Pacific Peoples,30-34,M,27
Bay of Plenty,European/Maori/Pacific Peoples,30-34,F,21
Bay of Plenty,European/Maori/Asian,30-34,M,6
Bay of Plenty,European/Maori/Asian,30-34,F,9
Bay of Plenty,European/Maori/Other Ethnicity,30-34,M,3
Bay of Plenty,European/Maori/Other Ethnicity,30-34,F,3
Bay of Plenty,Pacific Peoples/European/Asian,30-34,M,3
Bay of Plenty,Pacific Peoples/European/Asian,30-34,F,3
Bay of Plenty,Asian/MELAA/European,30-34,F,3
Bay of Plenty,Four ethnic groups,30-34,F,3
Bay of Plenty,Not Elsewhere Included,30-34,M,507
Bay of Plenty,Not Elsewhere Included,30-34,F,492
Gisborne,European,30-34,M,360
Gisborne,European,30-34,F,459
Gisborne,Maori,30-34,M,306
Gisborne,Maori,30-34,F,402
Gisborne,Pacific Peoples,30-34,M,27
Gisborne,Pacific Peoples,30-34,F,24
Gisborne,Asian,30-34,M,33
Gisborne,Asian,30-34,F,45
Gisborne,MELAA,30-34,M,12
Gisborne,MELAA,30-34,F,6
Gisborne,Other,30-34,M,12
Gisborne,Other,30-34,F,9
Gisborne,European/Maori,30-34,M,126
Gisborne,European/Maori,30-34,F,198
Gisborne,European/Pacific Peoples,30-34,M,6
Gisborne,European/Pacific Peoples,30-34,F,3
Gisborne,European/Asian,30-34,F,3
Gisborne,European/Other Ethnicity,30-34,F,3
Gisborne,Maori/Pacific Peoples,30-34,M,12
Gisborne,Maori/Pacific Peoples,30-34,F,12
Gisborne,European/Maori/Pacific Peoples,30-34,M,9
Gisborne,European/Maori/Pacific Peoples,30-34,F,9
Gisborne,Four ethnic groups,30-34,M,3
Gisborne,Four ethnic groups,30-34,F,3
Gisborne,Not Elsewhere Included,30-34,M,108
Gisborne,Not Elsewhere Included,30-34,F,90
Hawke's Bay,European,30-34,M,1863
Hawke's Bay,European,30-34,F,2184
Hawke's Bay,Maori,30-34,M,528
Hawke's Bay,Maori,30-34,F,585
Hawke's Bay,Pacific Peoples,30-34,M,156
Hawke's Bay,Pacific Peoples,30-34,F,117
Hawke's Bay,Asian,30-34,M,204
Hawke's Bay,Asian,30-34,F,246
Hawke's Bay,MELAA,30-34,M,36
Hawke's Bay,MELAA,30-34,F,24
Hawke's Bay,Other,30-34,M,84
Hawke's Bay,Other,30-34,F,45
Hawke's Bay,European/Maori,30-34,M,279
Hawke's Bay,European/Maori,30-34,F,411
Hawke's Bay,European/Pacific Peoples,30-34,M,18
Hawke's Bay,European/Pacific Peoples,30-34,F,27
Hawke's Bay,European/Asian,30-34,M,6
Hawke's Bay,European/Asian,30-34,F,9
Hawke's Bay,European/Other Ethnicity,30-34,M,3
Hawke's Bay,Maori/Pacific Peoples,30-34,M,18
Hawke's Bay,Maori/Pacific Peoples,30-34,F,21
Hawke's Bay,Maori/Asian,30-34,F,6
Hawke's Bay,European/Maori/Pacific Peoples,30-34,M,12
Hawke's Bay,European/Maori/Pacific Peoples,30-34,F,12
Hawke's Bay,European/Maori/Asian,30-34,F,6
Hawke's Bay,European/Maori/MELAA,30-34,M,3
Hawke's Bay,European/Maori/Other Ethnicity,30-34,M,3
Hawke's Bay,Four ethnic groups,30-34,F,3
Hawke's Bay,Not Elsewhere Included,30-34,M,255
Hawke's Bay,Not Elsewhere Included,30-34,F,222
Taranaki,European,30-34,M,2007
Taranaki,European,30-34,F,2160
Taranaki,Maori,30-34,M,237
Taranaki,Maori,30-34,F,207
Taranaki,Pacific Peoples,30-34,M,24
Taranaki,Pacific Peoples,30-34,F,24
Taranaki,Asian,30-34,M,174
Taranaki,Asian,30-34,F,186
Taranaki,MELAA,30-34,M,15
Taranaki,MELAA,30-34,F,21
Taranaki,Other,30-34,M,66
Taranaki,Other,30-34,F,42
Taranaki,European/Maori,30-34,M,240
Taranaki,European/Maori,30-34,F,288
Taranaki,European/Pacific Peoples,30-34,M,6
Taranaki,European/Pacific Peoples,30-34,F,9
Taranaki,European/Asian,30-34,M,3
Taranaki,European/Asian,30-34,F,3
Taranaki,European/MELAA,30-34,M,3
Taranaki,European/MELAA,30-34,F,3
Taranaki,European/Other Ethnicity,30-34,M,3
Taranaki,European/Other Ethnicity,30-34,F,3
Taranaki,Maori/Pacific Peoples,30-34,M,9
Taranaki,Maori/Pacific Peoples,30-34,F,6
Taranaki,Maori/Asian,30-34,F,3
Taranaki,Maori/MELAA,30-34,M,3
Taranaki,Asian/MELAA,30-34,F,3
Taranaki,European/Maori/Pacific Peoples,30-34,M,6
Taranaki,European/Maori/Pacific Peoples,30-34,F,6
Taranaki,European/Maori/Asian,30-34,M,6
Taranaki,European/Maori/MELAA,30-34,M,3
Taranaki,European/Maori/Other Ethnicity,30-34,M,6
Taranaki,European/Maori/Other Ethnicity,30-34,F,6
Taranaki,Four ethnic groups,30-34,F,3
Taranaki,Not Elsewhere Included,30-34,M,183
Taranaki,Not Elsewhere Included,30-34,F,159
Manawatu-Wanganui,European,30-34,M,3201
Manawatu-Wanganui,European,30-34,F,3627
Manawatu-Wanganui,Maori,30-34,M,558
Manawatu-Wanganui,Maori,30-34,F,558
Manawatu-Wanganui,Pacific Peoples,30-34,M,150
Manawatu-Wanganui,Pacific Peoples,30-34,F,141
Manawatu-Wanganui,Asian,30-34,M,426
Manawatu-Wanganui,Asian,30-34,F,480
Manawatu-Wanganui,MELAA,30-34,M,54
Manawatu-Wanganui,MELAA,30-34,F,57
Manawatu-Wanganui,Other,30-34,M,129
Manawatu-Wanganui,Other,30-34,F,87
Manawatu-Wanganui,European/Maori,30-34,M,492
Manawatu-Wanganui,European/Maori,30-34,F,714
Manawatu-Wanganui,European/Pacific Peoples,30-34,M,33
Manawatu-Wanganui,European/Pacific Peoples,30-34,F,48
Manawatu-Wanganui,European/Asian,30-34,M,15
Manawatu-Wanganui,European/Asian,30-34,F,12
Manawatu-Wanganui,European/MELAA,30-34,M,3
Manawatu-Wanganui,European/MELAA,30-34,F,6
Manawatu-Wanganui,European/Other Ethnicity,30-34,M,15
Manawatu-Wanganui,European/Other Ethnicity,30-34,F,15
Manawatu-Wanganui,Maori/Pacific Peoples,30-34,M,21
Manawatu-Wanganui,Maori/Pacific Peoples,30-34,F,24
Manawatu-Wanganui,Maori/Asian,30-34,M,3
Manawatu-Wanganui,Maori/Asian,30-34,F,3
Manawatu-Wanganui,Maori/Other Ethnicity,30-34,F,3
Manawatu-Wanganui,Pacific Peoples/Asian,30-34,M,6
Manawatu-Wanganui,Asian/Other Ethnicity,30-34,F,3
Manawatu-Wanganui,European/Maori/Pacific Peoples,30-34,M,18
Manawatu-Wanganui,European/Maori/Pacific Peoples,30-34,F,27
Manawatu-Wanganui,European/Maori/Asian,30-34,M,6
Manawatu-Wanganui,European/Maori/Asian,30-34,F,9
Manawatu-Wanganui,European/Maori/MELAA,30-34,M,3
Manawatu-Wanganui,European/Maori/Other Ethnicity,30-34,F,3
Manawatu-Wanganui,Pacific Peoples/European/Asian,30-34,F,3
Manawatu-Wanganui,Maori/Pacific Peoples/MELAA,30-34,M,3
Manawatu-Wanganui,Four ethnic groups,30-34,F,3
Manawatu-Wanganui,Not Elsewhere Included,30-34,M,354
Manawatu-Wanganui,Not Elsewhere Included,30-34,F,321
Wellington,European,30-34,M,8448
Wellington,European,30-34,F,9486
Wellington,Maori,30-34,M,657
Wellington,Maori,30-34,F,693
Wellington,Pacific Peoples,30-34,M,765
Wellington,Pacific Peoples,30-34,F,768
Wellington,Asian,30-34,M,2133
Wellington,Asian,30-34,F,2340
Wellington,MELAA,30-34,M,318
Wellington,MELAA,30-34,F,327
Wellington,Other,30-34,M,276
Wellington,Other,30-34,F,177
Wellington,European/Maori,30-34,M,879
Wellington,European/Maori,30-34,F,1056
Wellington,European/Pacific Peoples,30-34,M,162
Wellington,European/Pacific Peoples,30-34,F,186
Wellington,European/Asian,30-34,M,78
Wellington,European/Asian,30-34,F,84
Wellington,European/MELAA,30-34,M,18
Wellington,European/MELAA,30-34,F,27
Wellington,European/Other Ethnicity,30-34,M,30
Wellington,European/Other Ethnicity,30-34,F,24
Wellington,Maori/Pacific Peoples,30-34,M,81
Wellington,Maori/Pacific Peoples,30-34,F,72
Wellington,Maori/Asian,30-34,M,6
Wellington,Maori/Asian,30-34,F,9
Wellington,Maori/Other Ethnicity,30-34,M,3
Wellington,Pacific Peoples/Asian,30-34,M,15
Wellington,Pacific Peoples/Asian,30-34,F,21
Wellington,Pacific Peoples/Other Ethnicity,30-34,M,3
Wellington,Pacific Peoples/Other Ethnicity,30-34,F,3
Wellington,Asian/Other Ethnicity,30-34,M,15
Wellington,Asian/Other Ethnicity,30-34,F,9
Wellington,European/Maori/Pacific Peoples,30-34,M,57
Wellington,European/Maori/Pacific Peoples,30-34,F,69
Wellington,European/Maori/Asian,30-34,M,15
Wellington,European/Maori/Asian,30-34,F,9
Wellington,European/Maori/MELAA,30-34,M,3
Wellington,European/Maori/MELAA,30-34,F,3
Wellington,European/Maori/Other Ethnicity,30-34,M,6
Wellington,European/Maori/Other Ethnicity,30-34,F,3
Wellington,Pacific Peoples/European/Asian,30-34,M,6
Wellington,Pacific Peoples/European/Asian,30-34,F,9
Wellington,Pacific Peoples/European/Other Ethnicity,30-34,M,3
Wellington,Asian/European/Other Ethnicity,30-34,F,3
Wellington,Maori/Pacific Peoples/Asian,30-34,M,3
Wellington,Maori/Pacific Peoples/Asian,30-34,F,3
Wellington,Pacific Peoples/Maori/Other Ethnicity,30-34,F,3
Wellington,Four ethnic groups,30-34,M,6
Wellington,Four ethnic groups,30-34,F,6
Wellington,Not Elsewhere Included,30-34,M,879
Wellington,Not Elsewhere Included,30-34,F,837
Tasman,European,30-34,M,759
Tasman,European,30-34,F,867
Tasman,Maori,30-34,M,30
Tasman,Maori,30-34,F,15
Tasman,Pacific Peoples,30-34,M,12
Tasman,Pacific Peoples,30-34,F,3
Tasman,Asian,30-34,M,27
Tasman,Asian,30-34,F,45
Tasman,MELAA,30-34,M,3
Tasman,MELAA,30-34,F,9
Tasman,Other,30-34,M,21
Tasman,Other,30-34,F,15
Tasman,European/Maori,30-34,M,39
Tasman,European/Maori,30-34,F,69
Tasman,European/Pacific Peoples,30-34,M,3
Tasman,European/Pacific Peoples,30-34,F,9
Tasman,European/Asian,30-34,F,3
Tasman,European/Other Ethnicity,30-34,M,3
Tasman,European/Other Ethnicity,30-34,F,3
Tasman,Maori/Pacific Peoples,30-34,F,3
Tasman,Maori/Asian,30-34,F,3
Tasman,Pacific Peoples/Asian,30-34,F,3
Tasman,European/Maori/Asian,30-34,M,3
Tasman,Not Elsewhere Included,30-34,M,48
Tasman,Not Elsewhere Included,30-34,F,54
Nelson,European,30-34,M,810
Nelson,European,30-34,F,930
Nelson,Maori,30-34,M,45
Nelson,Maori,30-34,F,45
Nelson,Pacific Peoples,30-34,M,15
Nelson,Pacific Peoples,30-34,F,15
Nelson,Asian,30-34,M,84
Nelson,Asian,30-34,F,108
Nelson,MELAA,30-34,M,6
Nelson,MELAA,30-34,F,12
Nelson,Other,30-34,M,39
Nelson,Other,30-34,F,18
Nelson,European/Maori,30-34,M,60
Nelson,European/Maori,30-34,F,75
Nelson,European/Pacific Peoples,30-34,M,9
Nelson,European/Pacific Peoples,30-34,F,9
Nelson,European/Asian,30-34,M,3
Nelson,European/Asian,30-34,F,3
Nelson,European/MELAA,30-34,F,3
Nelson,European/Other Ethnicity,30-34,M,3
Nelson,European/Other Ethnicity,30-34,F,3
Nelson,Maori/Pacific Peoples,30-34,F,3
Nelson,Pacific Peoples/Asian,30-34,F,3
Nelson,European/Maori/Pacific Peoples,30-34,M,3
Nelson,European/Maori/Asian,30-34,F,3
Nelson,European/Maori/Other Ethnicity,30-34,F,3
Nelson,Not Elsewhere Included,30-34,M,78
Nelson,Not Elsewhere Included,30-34,F,60
Marlborough,European,30-34,M,711
Marlborough,European,30-34,F,846
Marlborough,Maori,30-34,M,39
Marlborough,Maori,30-34,F,51
Marlborough,Pacific Peoples,30-34,M,27
Marlborough,Pacific Peoples,30-34,F,24
Marlborough,Asian,30-34,M,57
Marlborough,Asian,30-34,F,78
Marlborough,MELAA,30-34,M,18
Marlborough,MELAA,30-34,F,15
Marlborough,Other,30-34,M,27
Marlborough,Other,30-34,F,18
Marlborough,European/Maori,30-34,M,72
Marlborough,European/Maori,30-34,F,90
Marlborough,European/Pacific Peoples,30-34,M,6
Marlborough,European/Pacific Peoples,30-34,F,6
Marlborough,European/Asian,30-34,F,3
Marlborough,European/Other Ethnicity,30-34,M,3
Marlborough,European/Other Ethnicity,30-34,F,6
Marlborough,MELAA/Other Ethnicity,30-34,M,3
Marlborough,European/Maori/Asian,30-34,F,3
Marlborough,European/Maori/Other Ethnicity,30-34,M,3
Marlborough,European/Maori/Other Ethnicity,30-34,F,3
Marlborough,Not Elsewhere Included,30-34,M,60
Marlborough,Not Elsewhere Included,30-34,F,51
West Coast,European,30-34,M,561
West Coast,European,30-34,F,654
West Coast,Maori,30-34,M,27
West Coast,Maori,30-34,F,24
West Coast,Pacific Peoples,30-34,M,6
West Coast,Pacific Peoples,30-34,F,6
West Coast,Asian,30-34,M,27
West Coast,Asian,30-34,F,51
West Coast,MELAA,30-34,M,12
West Coast,MELAA,30-34,F,6
West Coast,Other,30-34,M,24
West Coast,Other,30-34,F,18
West Coast,European/Maori,30-34,M,39
West Coast,European/Maori,30-34,F,66
West Coast,European/Pacific Peoples,30-34,M,3
West Coast,European/Pacific Peoples,30-34,F,3
West Coast,European/Other Ethnicity,30-34,M,3
West Coast,European/Other Ethnicity,30-34,F,3
West Coast,European/Maori/Pacific Peoples,30-34,F,6
West Coast,Not Elsewhere Included,30-34,M,48
West Coast,Not Elsewhere Included,30-34,F,54
Canterbury,European,30-34,M,10221
Canterbury,European,30-34,F,11016
Canterbury,Maori,30-34,M,468
Canterbury,Maori,30-34,F,381
Canterbury,Pacific Peoples,30-34,M,321
Canterbury,Pacific Peoples,30-34,F,264
Canterbury,Asian,30-34,M,1848
Canterbury,Asian,30-34,F,1974
Canterbury,MELAA,30-34,M,252
Canterbury,MELAA,30-34,F,273
Canterbury,Other,30-34,M,354
Canterbury,Other,30-34,F,189
Canterbury,European/Maori,30-34,M,669
Canterbury,European/Maori,30-34,F,873
Canterbury,European/Pacific Peoples,30-34,M,93
Canterbury,European/Pacific Peoples,30-34,F,93
Canterbury,European/Asian,30-34,M,51
Canterbury,European/Asian,30-34,F,48
Canterbury,European/MELAA,30-34,M,9
Canterbury,European/MELAA,30-34,F,15
Canterbury,European/Other Ethnicity,30-34,M,33
Canterbury,European/Other Ethnicity,30-34,F,24
Canterbury,Maori/Pacific Peoples,30-34,M,15
Canterbury,Maori/Pacific Peoples,30-34,F,18
Canterbury,Maori/Asian,30-34,M,3
Canterbury,Maori/Asian,30-34,F,3
Canterbury,Maori/Other Ethnicity,30-34,F,3
Canterbury,Pacific Peoples/Asian,30-34,M,6
Canterbury,Pacific Peoples/Asian,30-34,F,9
Canterbury,Asian/MELAA,30-34,F,3
Canterbury,Asian/Other Ethnicity,30-34,F,3
Canterbury,European/Maori/Pacific Peoples,30-34,M,21
Canterbury,European/Maori/Pacific Peoples,30-34,F,21
Canterbury,European/Maori/Asian,30-34,M,6
Canterbury,European/Maori/Asian,30-34,F,15
Canterbury,European/Maori/Other Ethnicity,30-34,M,9
Canterbury,European/Maori/Other Ethnicity,30-34,F,6
Canterbury,Pacific Peoples/European/Asian,30-34,M,3
Canterbury,Pacific Peoples/European/Asian,30-34,F,6
Canterbury,Asian/MELAA/European,30-34,F,3
Canterbury,Asian/European/Other Ethnicity,30-34,M,3
Canterbury,Maori/Pacific Peoples/Asian,30-34,F,3
Canterbury,Four ethnic groups,30-34,M,3
Canterbury,Not Elsewhere Included,30-34,M,828
Canterbury,Not Elsewhere Included,30-34,F,747
Otago,European,30-34,M,3972
Otago,European,30-34,F,4440
Otago,Maori,30-34,M,150
Otago,Maori,30-34,F,114
Otago,Pacific Peoples,30-34,M,99
Otago,Pacific Peoples,30-34,F,57
Otago,Asian,30-34,M,384
Otago,Asian,30-34,F,468
Otago,MELAA,30-34,M,150
Otago,MELAA,30-34,F,159
Otago,Other,30-34,M,147
Otago,Other,30-34,F,84
Otago,European/Maori,30-34,M,222
Otago,European/Maori,30-34,F,300
Otago,European/Pacific Peoples,30-34,M,36
Otago,European/Pacific Peoples,30-34,F,30
Otago,European/Asian,30-34,M,9
Otago,European/Asian,30-34,F,21
Otago,European/MELAA,30-34,M,9
Otago,European/MELAA,30-34,F,3
Otago,European/Other Ethnicity,30-34,M,18
Otago,European/Other Ethnicity,30-34,F,9
Otago,Maori/Pacific Peoples,30-34,F,3
Otago,Maori/Other Ethnicity,30-34,F,3
Otago,Pacific Peoples/Asian,30-34,M,3
Otago,Pacific Peoples/Asian,30-34,F,3
Otago,MELAA/Other Ethnicity,30-34,F,3
Otago,European/Maori/Pacific Peoples,30-34,M,6
Otago,European/Maori/Pacific Peoples,30-34,F,9
Otago,European/Maori/Asian,30-34,F,6
Otago,European/Maori/Other Ethnicity,30-34,M,6
Otago,Pacific Peoples/European/Asian,30-34,M,3
Otago,Pacific Peoples/European/Asian,30-34,F,3
Otago,Not Elsewhere Included,30-34,M,351
Otago,Not Elsewhere Included,30-34,F,321
Southland,European,30-34,M,1770
Southland,European,30-34,F,2037
Southland,Maori,30-34,M,114
Southland,Maori,30-34,F,120
Southland,Pacific Peoples,30-34,M,42
Southland,Pacific Peoples,30-34,F,30
Southland,Asian,30-34,M,180
Southland,Asian,30-34,F,186
Southland,MELAA,30-34,M,18
Southland,MELAA,30-34,F,12
Southland,Other,30-34,M,78
Southland,Other,30-34,F,51
Southland,European/Maori,30-34,M,165
Southland,European/Maori,30-34,F,255
Southland,European/Pacific Peoples,30-34,M,21
Southland,European/Pacific Peoples,30-34,F,30
Southland,European/Asian,30-34,F,6
Southland,European/MELAA,30-34,F,3
Southland,European/Other Ethnicity,30-34,F,6
Southland,Maori/Pacific Peoples,30-34,M,3
Southland,Maori/Pacific Peoples,30-34,F,3
Southland,Pacific Peoples/Asian,30-34,F,3
Southland,Pacific Peoples/MELAA,30-34,F,3
Southland,European/Maori/Pacific Peoples,30-34,M,6
Southland,European/Maori/Pacific Peoples,30-34,F,6
Southland,European/Maori/Asian,30-34,M,3
Southland,European/Maori/MELAA,30-34,M,3
Southland,European/Maori/Other Ethnicity,30-34,M,3
Southland,Four ethnic groups,30-34,F,3
Southland,Not Elsewhere Included,30-34,M,126
Southland,Not Elsewhere Included,30-34,F,108
Area Outside,European/Maori,30-34,M,12
Area Outside,European/Maori,30-34,F,6
Northland,European,35-39,M,1899
Northland,European,35-39,F,2265
Northland,Maori,35-39,M,627
Northland,Maori,35-39,F,750
Northland,Pacific Peoples,35-39,M,54
Northland,Pacific Peoples,35-39,F,48
Northland,Asian,35-39,M,120
Northland,Asian,35-39,F,141
Northland,MELAA,35-39,M,18
Northland,MELAA,35-39,F,27
Northland,Other,35-39,M,81
Northland,Other,35-39,F,60
Northland,European/Maori,35-39,M,387
Northland,European/Maori,35-39,F,594
Northland,European/Pacific Peoples,35-39,M,21
Northland,European/Pacific Peoples,35-39,F,24
Northland,European/Asian,35-39,M,6
Northland,European/Asian,35-39,F,3
Northland,European/MELAA,35-39,M,3
Northland,European/MELAA,35-39,F,3
Northland,European/Other Ethnicity,35-39,M,6
Northland,European/Other Ethnicity,35-39,F,3
Northland,Maori/Pacific Peoples,35-39,M,18
Northland,Maori/Pacific Peoples,35-39,F,24
Northland,Maori/Asian,35-39,M,6
Northland,Maori/Asian,35-39,F,3
Northland,Maori/MELAA,35-39,F,3
Northland,Maori/Other Ethnicity,35-39,F,3
Northland,Pacific Peoples/Asian,35-39,M,3
Northland,Pacific Peoples/Asian,35-39,F,3
Northland,European/Maori/Pacific Peoples,35-39,M,9
Northland,European/Maori/Pacific Peoples,35-39,F,15
Northland,European/Maori/Asian,35-39,M,3
Northland,European/Maori/Asian,35-39,F,9
Northland,European/Maori/Other Ethnicity,35-39,M,3
Northland,European/Maori/Other Ethnicity,35-39,F,3
Northland,Four ethnic groups,35-39,M,3
Northland,Not Elsewhere Included,35-39,M,309
Northland,Not Elsewhere Included,35-39,F,339
Auckland,European,35-39,M,21573
Auckland,European,35-39,F,24087
Auckland,Maori,35-39,M,1767
Auckland,Maori,35-39,F,1908
Auckland,Pacific Peoples,35-39,M,4284
Auckland,Pacific Peoples,35-39,F,4962
Auckland,Asian,35-39,M,9738
Auckland,Asian,35-39,F,11685
Auckland,MELAA,35-39,M,930
Auckland,MELAA,35-39,F,1002
Auckland,Other,35-39,M,588
Auckland,Other,35-39,F,369
Auckland,European/Maori,35-39,M,1773
Auckland,European/Maori,35-39,F,2373
Auckland,European/Pacific Peoples,35-39,M,498
Auckland,European/Pacific Peoples,35-39,F,621
Auckland,European/Asian,35-39,M,153
Auckland,European/Asian,35-39,F,180
Auckland,European/MELAA,35-39,M,39
Auckland,European/MELAA,35-39,F,48
